CEO_name,Company,Left_Date,Start_Date,YEAR,Salary (x1000),Age,Title,Gender,City,State,Ticker,SEC Filing
John Edward Warnock,ADOBE INC,12/1/2000,1/1/1982,2000,760.201,60,chairman & CEO,MALE,San Jose,CA,ADBE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
Bruce R. Chizen,ADOBE INC,1/1/2007,1/1/2000,2007,925,52,CEO & interim chief finance officer,MALE,San Jose,CA,ADBE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
Shantanu Narayen,ADOBE INC,Current,12/1/2007,2023,1500,59,Chairman & CEO,MALE,San Jose,CA,ADBE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
Naren K. Gursahaney,ADT CORP,5/2/2016,9/28/2012,2015,900.009,53,"Chief Executive Officer, President and Director",MALE,Boca Raton,FL,ADT.4,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADT.4
Dennis J. Keller,ADTALEM GLOBAL EDUCATION INC,11/21/2002,1/1/1987,2003,609,62,chairman & co-CEO,MALE,Chicago,IL,ATGE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATGE
Ronald L. Taylor,ADTALEM GLOBAL EDUCATION INC,11/15/2006,11/21/2002,2006,900,63,CEO,MALE,Chicago,IL,ATGE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATGE
Daniel M. Hamburger,ADTALEM GLOBAL EDUCATION INC,1/1/2013,11/15/2006,2016,857.894,52,"Chief Executive Officer, President and Director",MALE,Chicago,IL,ATGE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATGE
"Lisa Warner Wardell, Esq.",ADTALEM GLOBAL EDUCATION INC,9/8/2021,5/24/2016,2021,1100,52,"Chairman of the Board, President & CEO",FEMALE,Chicago,IL,ATGE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATGE
Stephen W. Beard,ADTALEM GLOBAL EDUCATION INC,Current,9/8/2021,2023,949.846,52,"President, CEO & Director",MALE,Chicago,IL,ATGE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATGE
Mark C. Smith,ADTRAN HOLDINGS INC,9/1/2005,1/1/1986,2005,256,65,chairman & CEO,MALE,Huntsville,AL,ADTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADTN
Thomas R. Stanton,ADTRAN HOLDINGS INC,Current,9/10/2005,2023,865.676,58,"President, CEO & Chairman",MALE,Huntsville,AL,ADTN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADTN
Christopher G. Chavez,ADV NEUROMODULATION SYS INC,Current,4/1/1998,2004,333.692,49,CEO,MALE,Plano,TX,ANSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANSI
Lawrence P. Castellani,ADVANCE AUTO PARTS INC,5/18/2005,2/1/2000,2004,690.414,59,chairman & CEO,MALE,Raleigh,NC,AAP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
Michael N. Coppola,ADVANCE AUTO PARTS INC,4/1/2007,5/1/2005,2006,772.502,58,"chairman, president & CEO",MALE,Raleigh,NC,AAP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
John C. Brouillard,ADVANCE AUTO PARTS INC,1/1/2008,4/7/2007,2007,784.625,58,"interim chairman, president & CEO",MALE,Raleigh,NC,AAP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
Darren R. Jackson,ADVANCE AUTO PARTS INC,1/2/2016,1/7/2008,2015,1034.138,50,Chief Executive Officer,MALE,Raleigh,NC,AAP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
Thomas R. Greco,ADVANCE AUTO PARTS INC,9/11/2023,4/11/2016,2023,1125,65,"President, CEO & Director",MALE,Raleigh,NC,AAP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
Robert W. Heller,ADVANCE CIRCUITS INC,Current,1/1/1987,1994,183.022,48,pres. & CEO,MALE,Minnetonka,MN,ADVC.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADVC.
Joseph A. Chlapaty,ADVANCED DRAINAGE SYSTEMS,9/1/2017,1/1/2004,2016,632.5,71,"Chairman, President & Chief Executive Officer",MALE,Hilliard,OH,WMS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMS
Donald Scott Barbour,ADVANCED DRAINAGE SYSTEMS,Current,9/1/2017,2023,975,62,"CEO, President & Director",MALE,Hilliard,OH,WMS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMS
Douglas S. Schatz,ADVANCED ENERGY INDS INC,7/31/2005,1/1/1981,2005,237,60,"chairman, president & CEO",MALE,Denver,CO,AEIS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIS
Hans-Georg Betz,ADVANCED ENERGY INDS INC,Current,8/1/2005,2011,573,64,Chief Executive Officer,MALE,Denver,CO,AEIS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIS
"Garry W. Rogerson, Ph.D.",ADVANCED ENERGY INDS INC,5/1/2014,8/4/2011,2014,641.5,61,Chief Executive Officer and Director,MALE,Denver,CO,AEIS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIS
Yuval Wasserman,ADVANCED ENERGY INDS INC,3/1/2021,10/1/2014,2020,800,65,"CEO, President & Director",MALE,Denver,CO,AEIS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIS
Stephen D. Kelley,ADVANCED ENERGY INDS INC,Current,3/1/2021,2023,947.917,61,"President, CEO & Director",MALE,Denver,CO,AEIS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIS
John A. Schofield,ADVANCED FIBRE COMM INC,Current,3/29/1999,2003,451.731,55,"chairman, president & CEO",MALE,Petaluma,CA,AFCI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFCI
Michael M. Nicita,ADVANCED MARKETING SERVICES,Current,1/1/1997,2002,444.468,50,president & CEO,MALE,San Diego,CA,MKTSQ.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKTSQ.
James V. Mazzo,ADVANCED MEDICAL OPTICS INC,Current,6/1/2002,2008,801.231,51,chairman & CEO,MALE,Jacksonville,FL,EYE.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EYE.3
Walter Jeremiah Sanders III,ADVANCED MICRO DEVICES,4/25/2002,5/1/1969,2001,1000,65,chairman & CEO,MALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
"Hector de Jesus Ruiz, Ph.D.",ADVANCED MICRO DEVICES,7/17/2008,4/25/2002,2008,1123.99,62,former chairman,MALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
Derrick R. Meyer,ADVANCED MICRO DEVICES,1/10/2011,7/1/2008,2010,925.381,48,"Chief Executive Officer, President and Director",MALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
Thomas Josef Seifert,ADVANCED MICRO DEVICES,8/1/2011,1/10/2011,2011,566.046,48,"Chief Financial officer, Principal Accounting officer and Senior Vice President",MALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
Rory P. Read,ADVANCED MICRO DEVICES,10/8/2014,8/25/2011,2014,1000.002,53,Advisor,MALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
"Lisa T. Su, Ph.D.",ADVANCED MICRO DEVICES,Current,8/10/2014,2023,1200,53,"Chair, President & CEO",FEMALE,Santa Clara,CA,AMD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMD
Arthur J. Benvenuto,ADVANCED TISSUE SCI  -CL A,Current,6/1/1988,2001,441,58,chairman & CEO,MALE,San Diego,CA,ATISZ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATISZ
David D. Halbert,ADVANCEPCS,Current,1/1/1986,2002,1100,47,chairman & CEO,MALE,Woonsocket,RI,ADVP.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADVP.
Erin N. Kane,ADVANSIX INC,Current,10/1/2016,2023,1012.846,46,"CEO, President & Director",FEMALE,Parsippany,NJ,ASIX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ASIX
Peter M. Caswell,ADVENT SOFTWARE INC,5/1/2003,11/1/1999,2002,240,46,president & CEO,MALE,San Francisco,CA,ADVS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADVS
Stephanie G. DiMarco,ADVENT SOFTWARE INC,6/30/2012,5/1/2003,2011,1023000,53,"Founder, Chief Executive Officer and Director",FEMALE,San Francisco,CA,ADVS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADVS
"David Peter F. Hess, Jr.",ADVENT SOFTWARE INC,1/1/2015,6/30/2012,2014,512.693,43,"Chief Executive Officer, President and Director",MALE,San Francisco,CA,ADVS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADVS
Robert Kamerschen,ADVO INC,1/8/1999,11/1/1988,1998,541.815,62,chmn. & CEO,MALE,Windsor,CT,AD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AD
Gary M. Mulloy,ADVO INC,6/14/2004,1/1/1999,2004,527.911,58,chairman & CEO,MALE,Windsor,CT,AD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AD
S. Scott Harding,ADVO INC,Current,10/15/2004,2006,839.531,58,CEO,MALE,Windsor,CT,AD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AD
John M. Dionisio,AECOM,3/6/2014,10/1/2005,2013,1137.51,65,Chairman and Chief Executive Officer,MALE,Dallas,TX,ACM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACM
Michael S. Burke,AECOM,8/15/2020,3/6/2014,2020,1228.857,57,Chairman & CEO,MALE,Dallas,TX,ACM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACM
W. Troy Rudd,AECOM,Current,8/15/2020,2023,1254.387,58,CEO & Director,MALE,Dallas,TX,ACM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACM
Jean-Paul Richard,AEGION CORP,11/1/1996,11/1/1993,1996,400.619,53,pres. & CEO,MALE,Saint Louis,MO,AEGN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEGN
Anthony W. Hooper,AEGION CORP,7/22/2003,11/1/1996,2003,349.908,55,"chairman, president & CEO",MALE,Saint Louis,MO,AEGN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEGN
"Thomas S. Rooney, Jr.",AEGION CORP,8/1/2007,7/22/2003,2007,404.337,48,former president & CEO,MALE,Saint Louis,MO,AEGN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEGN
J. Joseph Burgess,AEGION CORP,5/5/2014,4/14/2008,2014,246.83,55,"Chief Executive Officer, President, Executive Director and Member of Strategic Planning & Finance Committee",MALE,Saint Louis,MO,AEGN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEGN
Charles R. Gordon,AEGION CORP,1/1/2021,5/5/2014,2020,530.119,62,"President, CEO & Director",MALE,Saint Louis,MO,AEGN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEGN
Harvey R. Blau,AEROFLEX INC,8/15/2007,10/1/1991,2006,342.243,70,chairman & CEO,MALE,Plainview,NY,ARXX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARXX
Leonard Borow,AEROFLEX INC,Current,10/1/2007,2009,550.507,61,"Chief Executive Officer, President and Director",MALE,Plainview,NY,ARXX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARXX
A. William Reynolds,AEROJET ROCKETDYNE HOLDINGS,7/1/1994,8/1/1985,1994,562.5,61,chmn. & CEO,MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
John B. Yasinsky,AEROJET ROCKETDYNE HOLDINGS,10/1/1999,7/1/1994,1999,725,59,"chmn., pres. & CEO",MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
Robert A. Wolfe,AEROJET ROCKETDYNE HOLDINGS,7/1/2002,10/1/1999,2002,540,64,chairman,MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
Terry L. Hall,AEROJET ROCKETDYNE HOLDINGS,3/5/2008,7/1/2002,2007,630,52,president & CEO,MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
J. Scott Neish,AEROJET ROCKETDYNE HOLDINGS,1/6/2010,3/1/2008,2009,350.088,61,"Interim Chief Executive Officer, Interim President and President of Aerojet",MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
Scott J. Seymour,AEROJET ROCKETDYNE HOLDINGS,6/1/2015,1/6/2010,2015,744.712,64,"Chief Executive Officer, President and Director",MALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
Eileen P. Drake,AEROJET ROCKETDYNE HOLDINGS,1/1/2023,6/1/2015,2022,1011.782,55,"CEO, President & Director",FEMALE,El Segundo,CA,AJRD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJRD
Darryl F. Allen,AEROQUIP-VICKERS INC,Current,4/1/1986,1997,660,54,"chmn., pres. & CEO",MALE,Maumee,OH,ANV.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANV.1
Timothy E. Conver,AEROVIRONMENT INC,5/1/2016,1/1/1992,2015,569.322,72,"Chairman, Chief Executive Officer and Chairman of Executive Committee",MALE,Arlington,VA,AVAV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVAV
Wahid Nawabi,AEROVIRONMENT INC,Current,5/2/2016,2022,750.006,54,"Chairman of the Board, President & CEO",MALE,Arlington,VA,AVAV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVAV
Roger W. Sant,AES CORP (THE),12/31/1993,1/1/1981,1993,353,,chmn. & CEO,MALE,Arlington,VA,AES,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
Dennis W. Bakke,AES CORP (THE),6/18/2002,1/1/1994,2001,Mentioned as zero,56,president & CEO,MALE,Arlington,VA,AES,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
Paul T. Hanrahan,AES CORP (THE),9/30/2011,6/18/2002,2011,1113.75,53,Chief Executive Officer and President,MALE,Arlington,VA,AES,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
Andres Ricardo Gluski Weilert,AES CORP (THE),Current,9/30/2011,2023,1241,65,"President, CEO & Director",MALE,Arlington,VA,AES,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
Ronald Edward Compton,AETNA INC,7/28/1997,3/1/1992,1997,850,64,chmn. & CEO,MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
Richard L. Huber,AETNA INC,2/25/2000,7/28/1997,1999,1000,62,"chmn., pres. & CEO",MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
William H. Donaldson,AETNA INC,9/15/2000,5/30/2000,2000,1000,69,chairman,MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
John W. Rowe,AETNA INC,2/14/2006,9/15/2000,2005,1100,61,chairman & CEO,MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
Ronald Allan Williams,AETNA INC,11/1/2010,2/1/2006,2010,1095.785,61,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
Mark Thomas Bertolini,AETNA INC,Current,11/29/2010,2017,1200,60,Chairman & CEO,MALE,Hartford,CT,AET,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
Darwin Deason,AFFILIATED COMPUTER SERVICES,2/1/1999,1/1/1988,1999,525,59,chmn. & CEO,MALE,Florham Park,NJ,ACS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACS
Jeffrey A. Rich,AFFILIATED COMPUTER SERVICES,9/29/2005,2/1/1999,2005,750,44,CEO,MALE,Florham Park,NJ,ACS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACS
Mark A. King,AFFILIATED COMPUTER SERVICES,11/26/2006,10/3/2005,2006,687.316,,president & CEO,MALE,Florham Park,NJ,ACS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACS
Lynn R. Blodgett,AFFILIATED COMPUTER SERVICES,Current,11/27/2006,2009,845.769,55,"Chief Executive Officer, President, Executive Director and Group President of Commercial Solutions",MALE,Florham Park,NJ,ACS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACS
Sean Michael Healey,AFFILIATED MANAGERS GRP INC,5/29/2018,1/1/2005,2017,750,56,Chairman & CEO,MALE,West Palm Beach,FL,AMG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
Nathaniel Dalton,AFFILIATED MANAGERS GRP INC,5/29/2019,5/25/2018,2018,650.641,51,President & COO,MALE,West Palm Beach,FL,AMG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
Jay C. Horgen,AFFILIATED MANAGERS GRP INC,Current,5/29/2019,2023,750,52,"CEO, President & Director",MALE,West Palm Beach,FL,AMG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
"Stephen P. A. Fodor, Ph.D.",AFFYMETRIX INC,1/1/2009,1/1/1997,2008,655.673,54,chairman & CEO,MALE,Santa Clara,CA,AFFX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFFX
Kevin M. King,AFFYMETRIX INC,6/30/2011,1/1/2009,2010,675,54,"Chief Executive Officer, President and Director",MALE,Santa Clara,CA,AFFX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFFX
"Franklin R. Witney, Ph.D.",AFFYMETRIX INC,Current,7/1/2011,2014,549.616,60,"Chief Executive Officer, President and Director",MALE,Santa Clara,CA,AFFX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFFX
Daniel Paul Amos,AFLAC INC,Current,1/1/1990,2023,1441.1,71,"President, Chairman & CEO",MALE,Columbus,GA,AFL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
J-P Richard,AGCO CORP,9/1/1997,11/15/1996,1997,333.333,,pres. & CEO,MALE,Duluth,GA,AGCO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGCO
John M. Shumejda,AGCO CORP,1/4/2002,2/1/1999,2001,649.704,55,president & CEO,MALE,Duluth,GA,AGCO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGCO
Robert J. Ratliff,AGCO CORP,7/1/2004,1/4/2002,2003,1000,72,"chairman, president & CEO",MALE,Duluth,GA,AGCO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGCO
Martin H. Richenhagen,AGCO CORP,12/31/2020,7/21/2004,2020,1385.942,68,"Chairman, President & CEO",MALE,Duluth,GA,AGCO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGCO
Eric P. Hansotia,AGCO CORP,Current,1/1/2021,2023,1316.667,54,"Chairman, President & CEO",MALE,Duluth,GA,AGCO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGCO
John T. Dickson,AGERE SYSTEMS INC,10/26/2005,8/1/2000,2005,800,58,president & CEO,MALE,Milpitas,CA,AGR.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGR.3
Richard L. Clemmer,AGERE SYSTEMS INC,Current,10/25/2005,2006,636.825,54,president & CEO,MALE,Milpitas,CA,AGR.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGR.3
Edward W. Barnholt,AGILENT TECHNOLOGIES INC,3/1/2005,5/4/1999,2004,1000,61,CEO,MALE,Santa Clara,CA,A,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
William P. Sullivan,AGILENT TECHNOLOGIES INC,3/18/2015,3/1/2005,2014,1050,64,"Chief Executive Officer, Executive Director and Member of Executive Committee",MALE,Santa Clara,CA,A,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
Michael R. McMullen,AGILENT TECHNOLOGIES INC,5/1/2024,3/18/2015,2023,1315.693,62,"CEO, President & Director",MALE,Santa Clara,CA,A,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
Thomas W. Boehning,AGILITI INC,10/1/2023,3/10/2023,2023,733.87,57,"CEO, President & Director",MALE,Eden Prairie,MN,AGTI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGTI
Thomas J. Leonard,AGILITI INC,Current,10/1/2023,2022,950.001,54,CEO & Director,MALE,Eden Prairie,MN,AGTI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGTI
James L. Bayman,AGILYSYS INC,Current,4/3/1995,2001,650,65,chairman & CEO,MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
Arthur Rhein,AGILYSYS INC,10/20/2008,4/1/2002,2008,397.472,63,"former chairman, president & CEO",MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
Martin F. Ellis,AGILYSYS INC,6/1/2011,10/20/2008,2010,463.333,46,Special Advisor to the Board's Non-Executive Chairman and Director,MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
"James H. Dennedy, M.B.A.",AGILYSYS INC,1/3/2017,5/1/2011,2016,336.598,51,"Chief Executive Officer, President and Non-Independent Director",MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
Ramesh Srinivasan,AGILYSYS INC,Current,1/3/2017,2022,600,63,"CEO, President & Director",MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
"Preston B. Heller, Jr.",AGILYSYS INC,4/3/1995,,1994,210,65,chmn. & CEO,MALE,Alpharetta,GA,AGYS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGYS
Peter Johnson,AGOURON PHARMACEUTICALS INC,Current,1/1/1984,1998,395,53,pres. & CEO,MALE,La Jolla,CA,AGPH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGPH
Richard A. Agree,AGREE REALTY CORP,1/7/2013,12/1/1993,2012,294,68,Executive Chairman and Chairman of Executive Committee,MALE,Royal Oak,MI,ADC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADC
Joel N. Agree,AGREE REALTY CORP,Current,1/7/2013,2023,895.481,44,"President, CEO & Director",MALE,Royal Oak,MI,ADC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADC
William P. Stiritz,AGRIBRANDS INTERNATIONAL INC,Current,,1999,Mentioned as zero,65,"chmn., pres. & CEO",MALE,Saint Louis,MO,AGX.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGX.1
Richard H. Deihl,AHMANSON (H F) & CO,11/1/1993,12/1/1983,1993,666.67,65,chmn. & CEO,MALE,Irwindale,CA,AHM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AHM.1
Charles R. Rinehart,AHMANSON (H F) & CO,Current,11/1/1993,1997,842.501,51,chmn. & CEO,MALE,Irwindale,CA,AHM.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AHM.1
Guenter Rohrmann,AIR EXPRESS INTERNATIONAL CP,Current,1/1/1989,1998,560,60,pres. & CEO,MALE,Darien,CT,AEIC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEIC
Steven F. Udvar-Hazy,AIR LEASE CORP,6/1/2016,2/1/2010,2015,1800,69,"Founder, Chairman and Chief Executive Officer",MALE,Los Angeles,CA,AL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AL
John L. Plueger,AIR LEASE CORP,Current,7/1/2016,2023,1000,69,"CEO, President & Director",MALE,Los Angeles,CA,AL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AL
"Aaron D. Todd, III",AIR METHODS CORP,8/1/2018,7/1/2003,2016,780,54,Chief Executive Officer and Executive Director,MALE,Greenwood Village,CO,AIRM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIRM
Harold A. Wagner,AIR PRODUCTS & CHEMICALS INC,11/30/2000,5/1/1992,2000,1003.462,64,chmn. & CEO,MALE,Allentown,PA,APD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
"John P. Jones, III",AIR PRODUCTS & CHEMICALS INC,10/1/2007,12/1/2000,2007,1170,56,chairman & CEO,MALE,Allentown,PA,APD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
